step,edge_id,avg_speed,vehicle_count,occupancy,traffic_flow
200,':J40_5,0,0,0.0,0
200,':J40_6,0,0,0.0,0
200,':J40_8,0,0,0.0,0
200,':J40_9,0,0,0.0,0
200,':J45_0,0,0,0.0,0
200,':J45_3,0,0,0.0,0
200,':J4_0,0,0,0.0,0
200,':J4_12,0,0,0.0,0
200,':J4_14,0,0,0.0,0
200,':J4_15,0,0,0.0,0
200,':J4_3,0,0,0.0,0
200,':J4_5,0,0,0.0,0
200,':J4_7,0,0,0.0,0
200,':J4_9,0,0,0.0,0
200,':J7_0,0,0,0.0,0
200,':J7_2,0,0,0.0,0
200,'E0,18.061582323730697,2,0.33076709527581977,36.123164647461394
200,'E1,17.016945346961382,3,0.6926822577326659,51.05083604088415
200,'E1.596,18.4693821143952,1,0.24825159944959074,18.4693821143952
200,'E10,19.805099321375852,1,0.19034512341155652,19.805099321375852
200,'E11,0,0,0.0,0
200,'E12,16.520401278279795,3,0.6685542161865847,49.56120383483939
200,'E13,0,0,0.0,0
200,'E15,0,0,0.0,0
200,'E16,0,0,0.0,0
200,'E17,0,0,0.0,0
200,'E18,0,0,0.0,0
200,'E19,18.117480624678084,2,0.8395427171583139,36.23496124935617
200,'E2,13.498988988525783,3,0.7602029226925114,40.49696696557735
200,'E2.669,19.596672557416884,1,0.49582338329928743,19.596672557416884
200,'E20,13.57193752790849,1,0.6229143492769744,13.57193752790849
200,'E21,0,0,0.0,0
200,'E22,0,0,0.0,0
200,'E23,0,0,0.0,0
200,'E24,0,0,0.0,0
200,'E25,0,0,0.0,0
200,'E26,0,0,0.0,0
200,'E27,0,0,0.0,0
200,'E28,0,0,0.0,0
200,'E29,0,0,0.0,0
200,'E3,0,0,0.0,0
200,'E310,14.464306399341304,2,0.654492366317769,28.928612798682607
200,'E32,18.530277646724038,2,1.8137878402442127,37.060555293448076
200,'E33,22.16605379758894,1,0.5516793769268215,22.16605379758894
200,'E34,0,0,0.0,0
200,'E35,0,0,0.0,0
200,'E36,0,0,0.0,0
200,'E37,0,0,0.0,0
200,'E38,0,0,0.0,0
200,'E39,0,0,0.0,0
200,'E4,0,0,0.0,0
200,'E40,0,0,0.0,0
200,'E41,0,0,0.0,0
200,'E5,0,0,0.0,0
200,'E6,19.295003663023955,3,0.3053578559180702,57.885010989071866
200,'E8,17.89325023459019,1,0.3577791083612386,17.89325023459019
200,'E9,12.890697103783056,3,0.40052303110550136,38.67209131134917
200,'E9.823,18.58145415783939,1,0.6027537803271426,18.58145415783939
300,'-E0,0,0,0.0,0
300,'-E1,14.029017305307462,2,0.3445646341118988,28.058034610614925
300,'-E1.703,17.47492378539696,1,0.281485048614933,17.47492378539696
